Field	Time	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	LKJC:X	LKJC:Y	LKJC:Z	LHJC:X	LHJC:Y	LHJC:Z	LAJC:X	LAJC:Y	LAJC:Z	LTOO:X	LTOO:Y	LTOO:Z	RKJC:X	RKJC:Y	RKJC:Z	RHJC:X	RHJC:Y	RHJC:Z	RAJC:X	RAJC:Y	RAJC:Z	RTOO:X	RTOO:Y	RTOO:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z
13	0.1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0.1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0.1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0.1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0.1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0.1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0.1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	0.1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0.2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0.2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0.2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0.2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0.2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0.2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	0.2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0.2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	0.2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0.2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0.3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0.3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0.3200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0.3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	0.3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0.3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0.3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0.3700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	0.3800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0.3900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	0.4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0.4100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0.4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	0.4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	0.4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	0.4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	0.4600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0.4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0.4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	0.4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0.5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0.5100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	0.5200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	0.5300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	0.5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0.5500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0.5600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	0.5700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	0.5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0.5900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	0.6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	0.6100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	0.6200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	0.6300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	0.6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	0.6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	0.6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	0.6700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0.6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	0.6900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	0.7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	0.7100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	0.7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	0.7300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	0.7400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	0.7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	0.7600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	0.7700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0.7800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	0.7900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0.8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	0.8100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0.8200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0.8300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0.8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0.8500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0.8600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	0.8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0.8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0.8900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	0.9000	214.805923	-2405.454346	867.408936	208.702866	-2379.330078	989.686646	157.524261	-2548.124512	504.501221	152.596909	-2400.003418	863.139526	176.469940	-2765.114502	176.246582	183.975906	-2700.257324	43.709568	281.116821	-2304.819824	496.693024	277.014740	-2410.905029	871.678467	263.586212	-2230.477295	104.597145	294.779541	-2081.045410	103.931770	236.676468	-2341.875977	1382.057617	229.232788	-2351.228271	1189.745728
92	0.9100	214.865173	-2379.876709	870.767151	209.730988	-2354.408203	993.227661	156.217255	-2515.677490	503.656616	152.645218	-2374.201904	866.978271	177.312302	-2748.504395	190.878555	178.456039	-2685.839844	57.085003	279.465637	-2281.731934	498.586273	277.085114	-2385.551270	874.555908	262.015564	-2200.176025	106.219147	290.452240	-2050.211914	103.881866	237.753052	-2318.179932	1384.408569	229.919495	-2326.771729	1192.575439
93	0.9200	214.941895	-2354.422363	872.870361	210.756805	-2329.801025	995.539978	154.842834	-2482.721680	502.148499	152.713287	-2348.541992	869.567261	177.775940	-2729.124023	203.589935	172.739090	-2667.569092	69.371811	278.060425	-2258.843994	499.472839	277.170532	-2360.302734	876.173645	260.199524	-2174.512939	106.690941	286.167023	-2024.152222	102.137642	238.788391	-2294.421143	1385.709595	230.617020	-2302.346680	1194.223877
94	0.9300	215.042831	-2329.092773	873.722900	211.778214	-2305.505371	996.623535	153.396103	-2449.253662	499.959259	152.808182	-2323.025879	870.905640	177.903137	-2706.962402	214.251953	166.752701	-2645.485596	80.367203	276.879639	-2236.168945	499.357513	277.277466	-2335.159424	876.540283	258.124054	-2153.411621	106.015518	281.948456	-2002.799805	98.818504	239.781860	-2270.597656	1385.963745	231.325836	-2277.957275	1194.694824
95	0.9400	215.180328	-2303.897949	873.336792	212.793167	-2281.514160	996.482117	151.876236	-2415.262939	497.070648	152.942459	-2297.664795	870.997192	177.710876	-2682.036865	222.731079	160.457138	-2619.681641	89.904175	275.898743	-2213.714111	498.248962	277.418152	-2310.131348	875.676453	255.797836	-2136.723877	104.258949	277.811401	-1986.001587	94.181366	240.731491	-2246.706055	1385.179443	232.043015	-2253.609619	1193.997681
96	0.9500	215.374084	-2278.860352	871.736877	213.799072	-2257.812744	995.130737	150.287125	-2380.724121	493.463715	153.135513	-2272.480469	869.854126	177.183289	-2654.388672	228.895767	153.848953	-2590.303467	97.832970	275.087433	-2191.481934	496.166412	277.612671	-2285.240234	873.619385	253.254379	-2124.183594	101.567802	273.764954	-1973.466064	88.648308	241.633560	-2222.739746	1383.376953	232.761581	-2229.312012	1192.156250
97	0.9600	215.649063	-2254.017090	868.968018	214.794342	-2234.381592	992.601563	148.635590	-2345.592773	489.123688	153.412247	-2247.511475	867.504639	176.280029	-2624.090820	232.640213	146.950150	-2557.552979	104.027122	274.408691	-2169.473877	493.147644	277.885742	-2260.522705	870.431580	250.551575	-2115.385986	98.172760	269.825531	-1964.738770	82.768639	242.481674	-2198.688232	1380.593018	233.470261	-2205.074463	1189.212036
98	0.9700	216.030869	-2229.419678	865.102417	215.777618	-2211.196777	988.954712	146.929916	-2309.806396	484.053894	153.797592	-2222.809814	864.002747	174.954697	-2591.252197	233.914856	139.807159	-2521.679199	108.403503	273.820465	-2147.687500	489.258636	278.264160	-2236.029785	866.202271	247.769119	-2109.779541	94.372581	266.039978	-1959.208618	77.112335	243.266479	-2174.538818	1376.887695	234.154205	-2180.909668	1185.232910
99	0.9800	216.539902	-2205.130615	860.246765	216.747116	-2188.232422	984.286804	145.178406	-2273.311279	478.300934	154.310791	-2198.439209	859.439209	173.175095	-2556.014648	232.752060	132.499939	-2482.957764	110.944443	273.281586	-2126.131348	484.598785	278.768921	-2211.822021	861.054382	245.001343	-2106.693848	90.496544	262.502808	-1956.161255	72.140076	243.975082	-2150.277832	1372.350342	234.795624	-2156.828857	1180.318726
100	0.9900	217.185135	-2181.213379	854.547913	217.700607	-2165.461426	978.737915	143.391495	-2236.076660	471.976898	154.959869	-2174.465332	853.950195	170.939545	-2518.542480	229.277771	125.146660	-2441.656982	111.717140	272.759552	-2104.838623	479.303467	279.410492	-2187.961426	855.145447	242.346771	-2105.388672	86.855057	259.347076	-1954.846924	68.105560	244.590958	-2125.892578	1367.104248	235.376358	-2132.842773	1174.606812
101	1.0000	217.959961	-2157.720703	848.196411	218.634537	-2142.855469	972.494995	141.584045	-2198.120605	465.274506	155.736847	-2150.942383	847.723389	168.286331	-2479.008789	223.709885	117.899414	-2398.016846	110.881142	272.238983	-2083.898193	473.540558	280.183105	-2164.498779	848.669373	239.896393	-2105.142334	83.694107	256.700012	-1954.565552	65.049530	245.094162	-2101.374023	1361.309082	235.877945	-2108.955566	1168.275146
102	1.0100	218.839951	-2134.680664	841.425964	219.544678	-2120.383301	965.790771	139.779007	-2159.516113	458.465271	156.616760	-2127.900146	840.999023	165.295166	-2437.579102	216.338333	110.928139	-2352.241943	108.678482	271.726471	-2063.473633	467.502197	281.063080	-2141.461182	841.852966	237.729523	-2105.345215	81.165573	254.638885	-1954.738770	62.857918	245.461456	-2076.720459	1355.160400	236.281876	-2085.162598	1161.542603
103	1.0200	219.783737	-2112.083496	834.506958	220.426529	-2098.006104	958.897339	138.009323	-2120.392334	451.881592	157.557983	-2105.326904	834.063965	162.079590	-2394.397949	207.493652	104.401291	-2304.508545	105.405594	271.248016	-2043.805176	461.392700	282.009491	-2118.840088	834.950073	235.913452	-2105.571777	79.317139	253.180267	-1954.966431	61.337418	245.667084	-2051.938477	1348.884277	236.570694	-2061.447510	1154.663574
104	1.0300	220.737198	-2089.871094	827.734131	221.279465	-2075.673828	952.111267	136.316879	-2080.930420	445.884918	158.506882	-2083.161377	827.239502	158.771683	-2349.579102	197.513504	98.467430	-2254.972412	101.379044	270.837982	-2025.189209	455.416138	282.967590	-2096.581055	828.228638	234.497803	-2105.596680	78.104294	252.287918	-1955.033813	60.279392	245.683853	-2027.044067	1342.729004	236.726807	-2037.778564	1147.917358
105	1.0400	221.639038	-2067.936523	821.408630	222.108276	-2053.323486	945.737854	134.749237	-2041.356567	440.826447	159.402496	-2061.288574	820.862122	155.503403	-2303.205322	186.717560	93.239723	-2203.772217	96.911209	270.522369	-2007.940552	449.767670	283.875641	-2074.584961	821.955139	233.501328	-2105.354980	77.423141	251.883682	-1954.874878	59.501724	245.484833	-2002.061157	1336.952881	236.732574	-2014.107788	1141.594360
106	1.0500	222.428558	-2046.130371	815.816040	222.924789	-2030.878540	940.068420	133.356766	-2001.926636	437.008362	160.185074	-2039.548584	815.256714	152.390778	-2255.329590	175.396286	88.784737	-2151.031250	92.300079	270.303436	-1992.343628	444.633911	284.672028	-2052.712402	816.375366	232.900406	-2104.883057	77.157593	251.857376	-1954.518433	58.869057	245.045105	-1977.019653	1331.809448	236.572037	-1990.375122	1135.976196
107	1.0600	223.052734	-2024.277222	811.205505	223.745743	-2008.253540	935.359802	132.191528	-1962.919800	434.653015	160.802338	-2017.755737	810.711243	149.524612	-2205.985107	163.815063	85.121605	-2096.860596	87.835037	270.154205	-1978.603638	440.202881	285.303131	-2030.798584	811.699707	232.630661	-2104.262939	77.229492	252.077881	-1954.041016	58.293308	244.343857	-1951.950806	1327.531738	236.232391	-1966.511597	1131.316284
108	1.0700	223.472946	-2002.195313	807.772522	224.588165	-1985.358032	931.816101	131.307785	-1924.620483	433.884766	161.216568	-1995.720093	807.453369	146.969009	-2155.199463	152.229996	82.230911	-2041.378296	83.801071	270.026154	-1966.799805	436.676483	285.729309	-2008.670532	808.091675	232.603714	-2103.571289	77.635574	252.409988	-1953.523315	57.718857	243.366318	-1926.882080	1324.318359	235.705338	-1942.445557	1127.821655
109	1.0800	223.668869	-1979.722168	805.648804	225.461685	-1962.106201	929.576233	130.759979	-1887.305420	434.724670	161.408661	-1973.276245	805.633179	144.765228	-2103.014160	140.906418	80.070107	-1984.729004	80.474701	269.867035	-1956.857910	434.275299	285.929077	-1986.168091	805.664368	232.733337	-2102.842285	78.462769	252.735016	-1953.018677	57.104431	242.105698	-1901.833496	1322.320557	234.989349	-1918.111572	1125.640137
110	1.0900	223.639542	-1956.730103	804.899353	226.362549	-1938.422485	928.709473	130.596664	-1851.221436	437.096039	161.379089	-1950.300049	805.317871	142.937119	-2049.506592	130.131714	78.589371	-1927.108765	78.103020	269.640686	-1948.543457	433.227966	285.900024	-1963.160278	804.480957	232.960693	-2102.038574	79.880661	252.966736	-1952.532471	56.406868	240.565048	-1876.815674	1321.635010	234.090027	-1893.459473	1124.855591
111	1.1000	223.401886	-1933.138672	805.526978	227.269913	-1914.248657	929.219238	130.850983	-1816.559814	440.835419	161.146347	-1926.719971	806.493530	141.495422	-1994.816406	120.216507	77.747147	-1868.774170	76.876312	269.340271	-1941.474487	433.745850	285.657471	-1939.557251	804.560242	233.268021	-2101.041992	82.114594	253.057297	-1952.020752	55.573540	238.758606	-1851.828857	1322.298706	233.020218	-1868.461670	1125.488403
112	1.1100	222.987381	-1908.916138	807.479675	228.148758	-1889.548462	931.050598	131.530258	-1783.433105	445.708160	160.742859	-1902.516602	809.076416	140.440109	-1939.162720	111.479301	77.516609	-1810.036987	76.895729	268.991119	-1935.149414	435.987122	285.231903	-1915.315674	805.882813	233.675018	-2099.649658	85.402023	252.995285	-1951.400024	54.545631	236.712036	-1826.866211	1324.288818	231.799637	-1843.117310	1127.501953
113	1.1200	222.438126	-1884.078491	810.659973	228.955811	-1864.312256	934.103638	132.608414	-1751.859985	451.429443	160.210403	-1877.718018	812.927002	139.762177	-1882.859619	104.220284	77.887054	-1751.249878	78.158211	268.644043	-1928.980225	440.018524	284.665863	-1890.438965	808.392822	234.221252	-2097.579834	89.938210	252.800339	-1950.563721	53.271362	234.461777	-1801.919067	1327.525391	230.454163	-1817.456909	1130.810059
114	1.1300	221.802536	-1858.683960	814.933167	229.648743	-1838.559814	938.241699	134.023788	-1721.772461	457.689545	159.595520	-1852.393311	817.864746	139.445755	-1826.324219	98.690529	78.861626	-1692.795898	80.563232	268.361633	-1922.326294	445.781097	284.009613	-1864.974731	812.001404	234.946457	-2094.490479	95.826675	252.516510	-1949.405029	51.726200	232.052933	-1776.980469	1331.877686	229.013443	-1791.536621	1135.284912
115	1.1400	221.130768	-1832.823730	820.134521	230.193130	-1812.340210	943.300415	135.685669	-1693.038086	464.181183	158.944885	-1826.641846	823.681824	139.471207	-1770.078125	95.059151	80.453804	-1635.088867	83.937523	268.203400	-1914.526001	453.068268	283.316650	-1839.005493	816.587036	235.875671	-2090.009033	103.046951	252.204361	-1947.829956	49.926113	229.536316	-1752.048584	1337.172241	227.508286	-1765.432007	1140.762085
116	1.1500	220.469009	-1806.609863	826.076416	230.566437	-1785.728394	949.094971	137.489410	-1665.489746	470.624115	158.300674	-1800.581299	830.155884	139.818924	-1714.732422	93.382095	82.684761	-1578.584351	88.064957	268.213531	-1904.934082	461.523376	282.637299	-1812.638428	821.996948	237.013031	-2083.775635	111.452240	251.933701	-1945.765747	47.938557	226.965057	-1727.125366	1343.202148	225.967819	-1739.225830	1147.047119
117	1.1600	219.853485	-1780.161865	832.554626	230.758499	-1758.819580	955.425049	139.335693	-1638.955200	476.783936	157.695526	-1774.331543	837.058716	140.474197	-1660.958740	93.578148	85.580429	-1523.791748	92.709869	268.414276	-1892.963623	470.660400	282.011383	-1785.992065	828.050720	238.342087	-2075.489746	120.798431	251.778427	-1943.156860	45.893120	224.391068	-1702.215820	1349.738403	224.416397	-1712.998291	1153.920410
118	1.1700	219.306915	-1753.593506	839.354614	230.770035	-1731.721924	962.081055	141.149353	-1613.277466	482.483002	157.149765	-1748.004395	844.164368	141.430695	-1609.445557	95.419487	89.163765	-1471.271118	97.625275	268.805969	-1878.136597	479.911987	281.464111	-1759.182617	834.544922	239.828232	-2064.961426	130.801407	251.810013	-1939.954224	44.008675	221.862045	-1677.325806	1356.540405	222.873978	-1686.818726	1161.143921
119	1.1800	218.836319	-1727.002563	846.256226	230.609390	-1704.548340	968.847961	142.889954	-1588.321655	487.602386	156.669571	-1721.692139	851.253784	142.692795	-1560.846191	98.543274	93.443130	-1421.607910	102.547279	269.372803	-1860.127441	488.696503	281.003113	-1732.313232	841.258667	241.419449	-2052.144043	141.202393	252.090515	-1936.077393	42.622364	219.419159	-1652.459351	1363.364868	221.356461	-1660.742554	1168.468262
